Orthogroup	Amel_protein_noIso	Bbub_protein_noIso	Bmus_protein_noIso	Casi_protein_noIso	Cdid_protein_noIso	Cdro_protein_noIso	Cimi_protein_noIso	Clup_protein_noIso	Cpor_protein_noIso	Csim_protein_noIso	Dnov_protein_noIso	Drot_protein_noIso	Emax_protein_noIso	Equa_protein_noIso	Hamp_protein_noIso	Hsap_protein_noIso	Lcat_protein_noIso	Mang_protein_noIso	Mdom_protein_noIso	Mjav_protein_noIso	Mmus_protein_noIso	Oafe_protein_noIso	Oana_protein_noIso	Opri_protein_noIso	Pafr_protein_noIso	Pgig_protein_noIso	Ptig_protein_noIso	Rfer_protein_noIso	Scar_protein_noIso	Shar_protein_noIso	Tman_protein_noIso	Ttru_protein_noIso
OG0028485																	Lcat_XP.045413047.1															
OG0028486																	Lcat_XP.045413576.1															
OG0028487																	Lcat_XP.045413868.1															
OG0028488																	Lcat_XP.045414256.1															
OG0028489																	Lcat_XP.045414372.1															
OG0028490																	Lcat_XP.045414389.1															
OG0028491																	Lcat_XP.045414390.1															
OG0028492																	Lcat_XP.045414519.1															
OG0028493																	Lcat_XP.045414524.1															
OG0028494																	Lcat_XP.045414750.1															
OG0028495																	Lcat_XP.045414799.1															
OG0028496																	Lcat_XP.045414944.1															
OG0028497																	Lcat_XP.045415027.1															
OG0028498																	Lcat_XP.045415035.1															
OG0028499																	Lcat_XP.045415130.1															
OG0028500																	Lcat_XP.045415275.1															
OG0028501																	Lcat_XP.045415384.1															
OG0028502																	Lcat_XP.045415459.1															
OG0028503																	Lcat_XP.045416118.1															
OG0028504																	Lcat_XP.045416145.1															
OG0028505																	Lcat_XP.045416203.1															
OG0028506																	Lcat_XP.045416225.1															
OG0028507																	Lcat_XP.045416230.1															
OG0028508																	Lcat_XP.045416236.1															
OG0028509																	Lcat_XP.045416237.1															
OG0028510																	Lcat_XP.045416238.1															
OG0028511																	Lcat_XP.045416240.1															
OG0028512																	Lcat_XP.045416241.1															
OG0028513																	Lcat_XP.045416248.1															
OG0028514																	Lcat_XP.045416397.1															
OG0028515																	Lcat_XP.045416411.1															
OG0028516																	Lcat_XP.045416428.1															
OG0028517																	Lcat_XP.045416439.1															
OG0028518																	Lcat_XP.045416596.1															
OG0028519																	Lcat_XP.045416648.1															
OG0028520																	Lcat_XP.045416723.1															
OG0028521																	Lcat_XP.045416775.1															
OG0028522																	Lcat_XP.045416884.1															
OG0028523																	Lcat_XP.045416909.1															
OG0028524																	Lcat_XP.045416964.1															
OG0028525																	Lcat_XP.045417051.1															
OG0028526																	Lcat_XP.045417364.1															
OG0028527																	Lcat_XP.045417414.1															
OG0028528																	Lcat_XP.045417483.1															
OG0028529																	Lcat_XP.045417658.1															
OG0028530																	Lcat_XP.045417925.1															
OG0028531																	Lcat_XP.045418079.1															
OG0028532																	Lcat_XP.045418094.1															
OG0028533																	Lcat_XP.045418100.1															
OG0028534																	Lcat_XP.045418102.1															
OG0028535																	Lcat_XP.045418116.1															
OG0028536																	Lcat_XP.045418212.1															
OG0028537																	Lcat_XP.045418245.1															
OG0028538																	Lcat_XP.045418343.1															
OG0028539																	Lcat_XP.045418395.1															
OG0028540																	Lcat_XP.045418533.1															
OG0028541																	Lcat_XP.045418973.1															
OG0028542																	Lcat_XP.045418982.1															
OG0028543																	Lcat_XP.045418983.1															
OG0028544																	Lcat_XP.045419120.1															
OG0028545																	Lcat_XP.045419123.1															
OG0028546																	Lcat_XP.045419669.1															
OG0028547																	Lcat_XP.045420163.1															
OG0028548																	Lcat_XP.045420172.1															
OG0028549																	Lcat_XP.045420456.1															
OG0028550																	Lcat_XP.045420480.1															
OG0028551																	Lcat_XP.045420484.1															
OG0028552																	Lcat_XP.045420521.1															
OG0028553																	Lcat_XP.045420634.1															
OG0028554																	Lcat_XP.045420766.1															
OG0028555																	Lcat_XP.045420928.1															
OG0028556																	Lcat_XP.045421185.1															
OG0028557																	Lcat_XP.045421198.1															
OG0028558																	Lcat_XP.045421203.1															
OG0028559																	Lcat_XP.045421823.1															
OG0028560																	Lcat_XP.045421826.1															
OG0028561																	Lcat_XP.045421827.1															
OG0028562																	Lcat_XP.045421836.1															
OG0028563																	Lcat_XP.045421849.1															
OG0028564																	Lcat_XP.045422347.1															
OG0028565																	Lcat_XP.045422350.1															
OG0028566																	Lcat_XP.045422813.1															
OG0028567																	Lcat_XP.045422931.1															
OG0028568																	Lcat_XP.045422935.1															
OG0028569																	Lcat_XP.045422937.1															
OG0028570																	Lcat_XP.045422957.1															
OG0028571																	Lcat_XP.045422958.1															
OG0028572																	Lcat_XP.045422960.1															
OG0028573																	Lcat_XP.045422963.1															
OG0028574																	Lcat_XP.045423106.1															
OG0028575																	Lcat_XP.045423537.1															
